69.25,臺北市,5-Jun
72.69,新北市,5-Jun
73.9,臺中市,5-Jun
60.23,臺南市,5-Jun
63.68,高雄市,5-Jun
69.47,基隆市,5-Jun
30.56,新竹市,5-Jun
67.01,嘉義市,5-Jun
46.63,宜蘭縣,5-Jun
74.39,桃園市,5-Jun
32.41,新竹縣,5-Jun
33.21,苗栗縣,5-Jun
63.58,彰化縣,5-Jun
63.72,南投縣,5-Jun
57.4,雲林縣,5-Jun
69.47,嘉義縣,5-Jun
52.68,屏東縣,5-Jun
32.47,臺東縣,5-Jun
54.69,花蓮縣,5-Jun
33.33,澎湖縣,5-Jun
57.16,金門縣,5-Jun
45.45,連江縣,5-Jun
92.47,臺北市,5-Jul
93.89,新北市,5-Jul
101.14,臺中市,5-Jul
74.39,臺南市,5-Jul
79.51,高雄市,5-Jul
86.7,基隆市,5-Jul
76.85,新竹市,5-Jul
94.09,嘉義市,5-Jul
60.85,宜蘭縣,5-Jul
93.63,桃園市,5-Jul
76.85,新竹縣,5-Jul
75.21,苗栗縣,5-Jul
89.17,彰化縣,5-Jul
101.15,南投縣,5-Jul
82.6,雲林縣,5-Jul
89.17,嘉義縣,5-Jul
64.08,屏東縣,5-Jul
42.21,臺東縣,5-Jul
52.23,花蓮縣,5-Jul
52.23,澎湖縣,5-Jul
59.62,金門縣,5-Jul
45.45,連江縣,5-Jul
66.58,臺北市,5-Aug
76.82,新北市,5-Aug
89.66,臺中市,5-Aug
82.39,臺南市,5-Aug
86.98,高雄市,5-Aug
67.01,基隆市,5-Aug
71.93,新竹市,5-Aug
91.63,嘉義市,5-Aug
47.08,宜蘭縣,5-Aug
80.96,桃園市,5-Aug
74.39,新竹縣,5-Aug
74.39,苗栗縣,5-Aug
88.35,彰化縣,5-Aug
74.39,南投縣,5-Aug
82.6,雲林縣,5-Aug
86.7,嘉義縣,5-Aug
75.42,屏東縣,5-Aug
23.41,臺東縣,5-Aug
48.7,花蓮縣,5-Aug
62.08,澎湖縣,5-Aug
79.32,金門縣,5-Aug
62.08,連江縣,5-Aug
53.48,臺北市,5-Sep
60.28,新北市,5-Sep
137.7,臺中市,5-Sep
120.44,臺南市,5-Sep
124.72,高雄市,5-Sep
59.62,基隆市,5-Sep
94.09,新竹市,5-Sep
130.81,嘉義市,5-Sep
50.47,宜蘭縣,5-Sep
82.6,桃園市,5-Sep
87.93,新竹縣,5-Sep
102.93,苗栗縣,5-Sep
141.43,彰化縣,5-Sep
120.44,南投縣,5-Sep
129.09,雲林縣,5-Sep
133.41,嘉義縣,5-Sep
102.58,屏東縣,5-Sep
37.31,臺東縣,5-Sep
52.23,花蓮縣,5-Sep
76.85,澎湖縣,5-Sep
110.07,金門縣,5-Sep
79.32,連江縣,5-Sep
57.98,臺北市,5-Oct
61.61,新北市,5-Oct
96.79,臺中市,5-Oct
124.33,臺南市,5-Oct
145.73,高雄市,5-Oct
59.62,基隆市,5-Oct
71.93,新竹市,5-Oct
136.0,嘉義市,5-Oct
54.69,宜蘭縣,5-Oct
70.7,桃園市,5-Oct
68.24,新竹縣,5-Oct
71.11,苗栗縣,5-Oct
98.64,彰化縣,5-Oct
111.57,南投縣,5-Oct
101.36,雲林縣,5-Oct
107.48,嘉義縣,5-Oct
115.22,屏東縣,5-Oct
34.76,臺東縣,5-Oct
45.45,花蓮縣,5-Oct
57.16,澎湖縣,5-Oct
120.44,金門縣,5-Oct
99.02,連江縣,5-Oct
92.44,臺北市,5-Nov
102.58,新北市,5-Nov
143.79,臺中市,5-Nov
151.83,臺南市,5-Nov
156.68,高雄市,5-Nov
94.09,基隆市,5-Nov
123.04,新竹市,5-Nov
151.26,嘉義市,5-Nov
78.09,宜蘭縣,5-Nov
116.56,桃園市,5-Nov
112.67,新竹縣,5-Nov
111.8,苗栗縣,5-Nov
142.97,彰化縣,5-Nov
142.11,南投縣,5-Nov
142.09,雲林縣,5-Nov
146.22,嘉義縣,5-Nov
117.97,屏東縣,5-Nov
40.47,臺東縣,5-Nov
67.01,花蓮縣,5-Nov
89.17,澎湖縣,5-Nov
152.79,金門縣,5-Nov
138.59,連江縣,5-Nov
79.69,臺北市,5-Dec
86.61,新北市,5-Dec
113.62,臺中市,5-Dec
143.18,臺南市,5-Dec
162.07,高雄市,5-Dec
74.39,基隆市,5-Dec
102.3,新竹市,5-Dec
154.32,嘉義市,5-Dec
69.47,宜蘭縣,5-Dec
92.04,桃園市,5-Dec
86.7,新竹縣,5-Dec
93.27,苗栗縣,5-Dec
116.99,彰化縣,5-Dec
150.13,南投縣,5-Dec
130.01,雲林縣,5-Dec
126.93,嘉義縣,5-Dec
125.25,屏東縣,5-Dec
58.39,臺東縣,5-Dec
69.47,花蓮縣,5-Dec
74.39,澎湖縣,5-Dec
148.96,金門縣,5-Dec
107.48,連江縣,5-Dec
82.67,臺北市,6-Jan
88.62,新北市,6-Jan
117.22,臺中市,6-Jan
143.11,臺南市,6-Jan
161.49,高雄市,6-Jan
76.85,基隆市,6-Jan
112.67,新竹市,6-Jan
148.96,嘉義市,6-Jan
60.85,宜蘭縣,6-Jan
99.1,桃園市,6-Jan
99.42,新竹縣,6-Jan
105.7,苗栗縣,6-Jan
112.67,彰化縣,6-Jan
137.79,南投縣,6-Jan
117.62,雲林縣,6-Jan
124.33,嘉義縣,6-Jan
117.33,屏東縣,6-Jan
34.09,臺東縣,6-Jan
59.62,花蓮縣,6-Jan
91.63,澎湖縣,6-Jan
128.22,金門縣,6-Jan
104.89,連江縣,6-Jan
56.66,臺北市,6-Feb
80.3,新北市,6-Feb
108.95,臺中市,6-Feb
123.69,臺南市,6-Feb
153.04,高雄市,6-Feb
76.85,基隆市,6-Feb
96.55,新竹市,6-Feb
146.37,嘉義市,6-Feb
60.85,宜蘭縣,6-Feb
83.83,桃園市,6-Feb
87.93,新竹縣,6-Feb
91.9,苗栗縣,6-Feb
114.4,彰化縣,6-Feb
136.75,南投縣,6-Feb
132.54,雲林縣,6-Feb
126.93,嘉義縣,6-Feb
116.74,屏東縣,6-Feb
35.71,臺東縣,6-Feb
62.08,花蓮縣,6-Feb
74.39,澎湖縣,6-Feb
133.41,金門縣,6-Feb
91.63,連江縣,6-Feb
83.42,臺北市,6-Mar
102.0,新北市,6-Mar
126.15,臺中市,6-Mar
140.54,臺南市,6-Mar
152.31,高雄市,6-Mar
89.17,基隆市,6-Mar
123.04,新竹市,6-Mar
153.81,嘉義市,6-Mar
79.32,宜蘭縣,6-Mar
103.9,桃園市,6-Mar
111.37,新竹縣,6-Mar
121.31,苗栗縣,6-Mar
134.27,彰化縣,6-Mar
142.45,南投縣,6-Mar
139.36,雲林縣,6-Mar
144.14,嘉義縣,6-Mar
119.81,屏東縣,6-Mar
58.39,臺東縣,6-Mar
76.85,花蓮縣,6-Mar
89.17,澎湖縣,6-Mar
156.88,金門縣,6-Mar
107.48,連江縣,6-Mar
80.96,臺北市,6-Apr
94.87,新北市,6-Apr
98.38,臺中市,6-Apr
101.51,臺南市,6-Apr
104.73,高雄市,6-Apr
91.63,基隆市,6-Apr
104.89,新竹市,6-Apr
102.3,嘉義市,6-Apr
74.39,宜蘭縣,6-Apr
94.82,桃園市,6-Apr
99.49,新竹縣,6-Apr
94.36,苗栗縣,6-Apr
104.75,彰化縣,6-Apr
101.55,南投縣,6-Apr
104.89,雲林縣,6-Apr
104.89,嘉義縣,6-Apr
75.98,屏東縣,6-Apr
47.22,臺東縣,6-Apr
74.39,花蓮縣,6-Apr
86.7,澎湖縣,6-Apr
151.77,金門縣,6-Apr
107.48,連江縣,6-Apr
74.62,臺北市,6-May
75.81,新北市,6-May
76.1,臺中市,6-May
80.23,臺南市,6-May
81.58,高雄市,6-May
35.19,基隆市,6-May
79.32,新竹市,6-May
55.9,嘉義市,6-May
62.08,宜蘭縣,6-May
82.6,桃園市,6-May
61.72,新竹縣,6-May
68.65,苗栗縣,6-May
88.35,彰化縣,6-May
74.39,南投縣,6-May
74.91,雲林縣,6-May
55.2,嘉義縣,6-May
68.03,屏東縣,6-May
42.21,臺東縣,6-May
69.47,花蓮縣,6-May
59.62,澎湖縣,6-May
104.89,金門縣,6-May
86.7,連江縣,6-May
79.42,臺北市,6-Jun
75.71,新北市,6-Jun
58.42,臺中市,6-Jun
60.85,臺南市,6-Jun
60.36,高雄市,6-Jun
32.41,基隆市,6-Jun
57.16,新竹市,6-Jun
64.54,嘉義市,6-Jun
57.16,宜蘭縣,6-Jun
77.26,桃園市,6-Jun
64.54,新竹縣,6-Jun
42.21,苗栗縣,6-Jun
65.36,彰化縣,6-Jun
46.63,南投縣,6-Jun
49.91,雲林縣,6-Jun
65.77,嘉義縣,6-Jun
47.32,屏東縣,6-Jun
26.65,臺東縣,6-Jun
59.62,花蓮縣,6-Jun
24.17,澎湖縣,6-Jun
57.16,金門縣,6-Jun
54.69,連江縣,6-Jun
61.71,臺北市,6-Jul
60.92,新北市,6-Jul
65.04,臺中市,6-Jul
70.7,臺南市,6-Jul
62.9,高雄市,6-Jul
54.69,基隆市,6-Jul
52.23,新竹市,6-Jul
37.04,嘉義市,6-Jul
40.58,宜蘭縣,6-Jul
66.59,桃園市,6-Jul
49.1,新竹縣,6-Jul
49.71,苗栗縣,6-Jul
66.18,彰化縣,6-Jul
62.9,南投縣,6-Jul
64.75,雲林縣,6-Jul
54.03,嘉義縣,6-Jul
54.41,屏東縣,6-Jul
29.63,臺東縣,6-Jul
48.7,花蓮縣,6-Jul
26.85,澎湖縣,6-Jul
52.23,金門縣,6-Jul
48.7,連江縣,6-Jul
77.26,臺北市,6-Aug
74.71,新北市,6-Aug
88.67,臺中市,6-Aug
84.86,臺南市,6-Aug
76.08,高雄市,6-Aug
62.08,基隆市,6-Aug
84.24,新竹市,6-Aug
89.17,嘉義市,6-Aug
53.46,宜蘭縣,6-Aug
88.07,桃園市,6-Aug
67.89,新竹縣,6-Aug
88.35,苗栗縣,6-Aug
74.15,彰化縣,6-Aug
92.45,南投縣,6-Aug
78.5,雲林縣,6-Aug
87.93,嘉義縣,6-Aug
68.85,屏東縣,6-Aug
38.96,臺東縣,6-Aug
62.08,花蓮縣,6-Aug
57.16,澎湖縣,6-Aug
89.17,金門縣,6-Aug
59.62,連江縣,6-Aug
79.73,臺北市,6-Sep
74.25,新北市,6-Sep
94.5,臺中市,6-Sep
97.25,臺南市,6-Sep
113.25,高雄市,6-Sep
74.39,基隆市,6-Sep
79.32,新竹市,6-Sep
115.26,嘉義市,6-Sep
58.39,宜蘭縣,6-Sep
76.85,桃園市,6-Sep
73.16,新竹縣,6-Sep
76.85,苗栗縣,6-Sep
96.83,彰化縣,6-Sep
100.11,南投縣,6-Sep
93.59,雲林縣,6-Sep
71.89,嘉義縣,6-Sep
87.97,屏東縣,6-Sep
45.45,臺東縣,6-Sep
69.47,花蓮縣,6-Sep
74.39,澎湖縣,6-Sep
117.85,金門縣,6-Sep
86.7,連江縣,6-Sep
85.87,臺北市,6-Oct
85.49,新北市,6-Oct
117.93,臺中市,6-Oct
150.27,臺南市,6-Oct
149.87,高雄市,6-Oct
0.0,基隆市,6-Oct
91.63,新竹市,6-Oct
153.81,嘉義市,6-Oct
75.62,宜蘭縣,6-Oct
94.5,桃園市,6-Oct
95.8,新竹縣,6-Oct
105.52,苗栗縣,6-Oct
138.83,彰化縣,6-Oct
156.19,南投縣,6-Oct
132.61,雲林縣,6-Oct
151.77,嘉義縣,6-Oct
119.15,屏東縣,6-Oct
65.77,臺東縣,6-Oct
81.78,花蓮縣,6-Oct
91.63,澎湖縣,6-Oct
146.37,金門縣,6-Oct
117.85,連江縣,6-Oct
82.74,臺北市,6-Nov
87.03,新北市,6-Nov
112.53,臺中市,6-Nov
136.17,臺南市,6-Nov
148.7,高雄市,6-Nov
76.85,基隆市,6-Nov
102.3,新竹市,6-Nov
141.19,嘉義市,6-Nov
73.16,宜蘭縣,6-Nov
93.82,桃園市,6-Nov
100.92,新竹縣,6-Nov
96.83,苗栗縣,6-Nov
123.04,彰化縣,6-Nov
120.44,南投縣,6-Nov
107.15,雲林縣,6-Nov
126.93,嘉義縣,6-Nov
117.4,屏東縣,6-Nov
59.62,臺東縣,6-Nov
71.93,花蓮縣,6-Nov
76.85,澎湖縣,6-Nov
154.83,金門縣,6-Nov
125.63,連江縣,6-Nov
60.81,臺北市,6-Dec
66.78,新北市,6-Dec
98.54,臺中市,6-Dec
139.03,臺南市,6-Dec
154.87,高雄市,6-Dec
62.08,基隆市,6-Dec
81.78,新竹市,6-Dec
151.26,嘉義市,6-Dec
55.92,宜蘭縣,6-Dec
73.57,桃園市,6-Dec
71.93,新竹縣,6-Dec
79.32,苗栗縣,6-Dec
103.1,彰化縣,6-Dec
128.22,南投縣,6-Dec
98.99,雲林縣,6-Dec
90.93,嘉義縣,6-Dec
116.61,屏東縣,6-Dec
45.45,臺東縣,6-Dec
57.16,花蓮縣,6-Dec
74.39,澎湖縣,6-Dec
128.22,金門縣,6-Dec
102.3,連江縣,6-Dec
82.43,臺北市,7-Jan
84.59,新北市,7-Jan
109.44,臺中市,7-Jan
127.25,臺南市,7-Jan
151.4,高雄市,7-Jan
79.32,基隆市,7-Jan
104.89,新竹市,7-Jan
151.77,嘉義市,7-Jan
69.47,宜蘭縣,7-Jan
89.17,桃園市,7-Jan
87.93,新竹縣,7-Jan
93.27,苗栗縣,7-Jan
116.12,彰化縣,7-Jan
132.54,南投縣,7-Jan
114.25,雲林縣,7-Jan
107.99,嘉義縣,7-Jan
120.48,屏東縣,7-Jan
54.69,臺東縣,7-Jan
67.01,花蓮縣,7-Jan
107.48,澎湖縣,7-Jan
148.96,金門縣,7-Jan
120.44,連江縣,7-Jan
78.41,臺北市,7-Feb
103.88,新北市,7-Feb
105.61,臺中市,7-Feb
149.12,臺南市,7-Feb
141.11,高雄市,7-Feb
91.63,基隆市,7-Feb
62.9,新竹市,7-Feb
81.8,嘉義市,7-Feb
76.85,宜蘭縣,7-Feb
126.06,桃園市,7-Feb
121.74,新竹縣,7-Feb
114.4,苗栗縣,7-Feb
140.32,彰化縣,7-Feb
145.92,南投縣,7-Feb
133.64,雲林縣,7-Feb
152.28,嘉義縣,7-Feb
121.7,屏東縣,7-Feb
64.54,臺東縣,7-Feb
76.85,花蓮縣,7-Feb
86.7,澎湖縣,7-Feb
156.88,金門縣,7-Feb
120.44,連江縣,7-Feb
91.26,臺北市,7-Mar
70.11,新北市,7-Mar
108.38,臺中市,7-Mar
95.31,臺南市,7-Mar
117.49,高雄市,7-Mar
81.78,基隆市,7-Mar
104.89,新竹市,7-Mar
138.59,嘉義市,7-Mar
56.49,宜蘭縣,7-Mar
93.04,桃園市,7-Mar
87.93,新竹縣,7-Mar
61.44,苗栗縣,7-Mar
53.16,彰化縣,7-Mar
101.26,南投縣,7-Mar
82.72,雲林縣,7-Mar
113.96,嘉義縣,7-Mar
79.19,屏東縣,7-Mar
33.33,臺東縣,7-Mar
67.01,花蓮縣,7-Mar
48.06,澎湖縣,7-Mar
72.7,金門縣,7-Mar
52.4,連江縣,7-Mar
104.92,臺北市,7-Apr
94.64,新北市,7-Apr
112.01,臺中市,7-Apr
90.87,臺南市,7-Apr
105.81,高雄市,7-Apr
91.63,基隆市,7-Apr
110.07,新竹市,7-Apr
130.81,嘉義市,7-Apr
61.27,宜蘭縣,7-Apr
61.85,桃園市,7-Apr
79.57,新竹縣,7-Apr
77.85,苗栗縣,7-Apr
121.31,彰化縣,7-Apr
77.98,南投縣,7-Apr
80.78,雲林縣,7-Apr
112.39,嘉義縣,7-Apr
73.8,屏東縣,7-Apr
54.69,臺東縣,7-Apr
37.04,花蓮縣,7-Apr
84.24,澎湖縣,7-Apr
151.26,金門縣,7-Apr
112.67,連江縣,7-Apr
109.63,臺北市,7-May
101.6,新北市,7-May
91.2,臺中市,7-May
101.89,臺南市,7-May
90.86,高雄市,7-May
89.17,基隆市,7-May
115.26,新竹市,7-May
123.04,嘉義市,7-May
94.7,宜蘭縣,7-May
102.75,桃園市,7-May
98.19,新竹縣,7-May
94.91,苗栗縣,7-May
129.09,彰化縣,7-May
103.8,南投縣,7-May
114.4,雲林縣,7-May
64.3,嘉義縣,7-May
91.57,屏東縣,7-May
57.16,臺東縣,7-May
74.39,花蓮縣,7-May
79.32,澎湖縣,7-May
141.19,金門縣,7-May
64.3,連江縣,7-May
68.21,臺北市,7-Jun
67.59,新北市,7-Jun
57.61,臺中市,7-Jun
60.85,臺南市,7-Jun
61.66,高雄市,7-Jun
57.16,基隆市,7-Jun
52.23,新竹市,7-Jun
64.54,嘉義市,7-Jun
40.58,宜蘭縣,7-Jun
64.36,桃園市,7-Jun
51.31,新竹縣,7-Jun
35.71,苗栗縣,7-Jun
62.08,彰化縣,7-Jun
45.45,南投縣,7-Jun
56.8,雲林縣,7-Jun
63.31,嘉義縣,7-Jun
48.04,屏東縣,7-Jun
29.22,臺東縣,7-Jun
45.45,花蓮縣,7-Jun
26.11,澎湖縣,7-Jun
54.69,金門縣,7-Jun
42.22,連江縣,7-Jun
82.6,臺北市,7-Jul
77.85,新北市,7-Jul
67.5,臺中市,7-Jul
58.9,臺南市,7-Jul
64.34,高雄市,7-Jul
67.01,基隆市,7-Jul
64.54,新竹市,7-Jul
69.47,嘉義市,7-Jul
57.16,宜蘭縣,7-Jul
73.98,桃園市,7-Jul
68.24,新竹縣,7-Jul
57.98,苗栗縣,7-Jul
71.11,彰化縣,7-Jul
59.62,南投縣,7-Jul
62.9,雲林縣,7-Jul
64.54,嘉義縣,7-Jul
47.56,屏東縣,7-Jul
38.96,臺東縣,7-Jul
62.08,花蓮縣,7-Jul
38.96,澎湖縣,7-Jul
69.47,金門縣,7-Jul
48.7,連江縣,7-Jul
62.05,臺北市,7-Aug
57.04,新北市,7-Aug
66.02,臺中市,7-Aug
68.85,臺南市,7-Aug
73.98,高雄市,7-Aug
48.7,基隆市,7-Aug
59.62,新竹市,7-Aug
69.47,嘉義市,7-Aug
35.71,宜蘭縣,7-Aug
64.36,桃園市,7-Aug
60.85,新竹縣,7-Aug
48.8,苗栗縣,7-Aug
67.01,彰化縣,7-Aug
53.52,南投縣,7-Aug
60.44,雲林縣,7-Aug
64.54,嘉義縣,7-Aug
53.03,屏東縣,7-Aug
27.6,臺東縣,7-Aug
52.23,花蓮縣,7-Aug
38.96,澎湖縣,7-Aug
57.16,金門縣,7-Aug
36.11,連江縣,7-Aug
77.26,臺北市,7-Sep
72.38,新北市,7-Sep
113.19,臺中市,7-Sep
117.85,臺南市,7-Sep
116.24,高雄市,7-Sep
69.47,基隆市,7-Sep
94.09,新竹市,7-Sep
117.85,嘉義市,7-Sep
62.08,宜蘭縣,7-Sep
80.55,桃園市,7-Sep
85.47,新竹縣,7-Sep
92.72,苗栗縣,7-Sep
121.31,彰化縣,7-Sep
93.27,南投縣,7-Sep
108.98,雲林縣,7-Sep
115.26,嘉義縣,7-Sep
87.02,屏東縣,7-Sep
48.45,臺東縣,7-Sep
71.93,花蓮縣,7-Sep
81.78,澎湖縣,7-Sep
130.81,金門縣,7-Sep
91.63,連江縣,7-Sep
64.1,臺北市,7-Oct
60.97,新北市,7-Oct
99.01,臺中市,7-Oct
129.52,臺南市,7-Oct
151.33,高雄市,7-Oct
59.62,基隆市,7-Oct
76.85,新竹市,7-Oct
136.0,嘉義市,7-Oct
55.92,宜蘭縣,7-Oct
67.42,桃園市,7-Oct
67.01,新竹縣,7-Oct
83.42,苗栗縣,7-Oct
103.84,彰化縣,7-Oct
122.17,南投縣,7-Oct
109.11,雲林縣,7-Oct
110.07,嘉義縣,7-Oct
112.4,屏東縣,7-Oct
50.07,臺東縣,7-Oct
52.23,花蓮縣,7-Oct
67.01,澎湖縣,7-Oct
125.63,金門縣,7-Oct
94.09,連江縣,7-Oct
66.35,臺北市,7-Nov
65.77,新北市,7-Nov
100.56,臺中市,7-Nov
123.69,臺南市,7-Nov
154.19,高雄市,7-Nov
76.85,基隆市,7-Nov
76.85,新竹市,7-Nov
146.37,嘉義市,7-Nov
57.16,宜蘭縣,7-Nov
69.88,桃園市,7-Nov
69.47,新竹縣,7-Nov
71.93,苗栗縣,7-Nov
103.1,彰化縣,7-Nov
143.78,南投縣,7-Nov
105.73,雲林縣,7-Nov
103.38,嘉義縣,7-Nov
115.95,屏東縣,7-Nov
40.58,臺東縣,7-Nov
38.96,花蓮縣,7-Nov
67.01,澎湖縣,7-Nov
123.04,金門縣,7-Nov
104.89,連江縣,7-Nov
100.43,臺北市,7-Dec
98.4,新北市,7-Dec
140.02,臺中市,7-Dec
155.34,臺南市,7-Dec
164.24,高雄市,7-Dec
86.7,基隆市,7-Dec
133.41,新竹市,7-Dec
161.99,嘉義市,7-Dec
89.58,宜蘭縣,7-Dec
115.17,桃園市,7-Dec
108.63,新竹縣,7-Dec
113.53,苗栗縣,7-Dec
142.12,彰化縣,7-Dec
153.64,南投縣,7-Dec
135.02,雲林縣,7-Dec
149.05,嘉義縣,7-Dec
125.65,屏東縣,7-Dec
64.54,臺東縣,7-Dec
79.32,花蓮縣,7-Dec
107.48,澎湖縣,7-Dec
158.92,金門縣,7-Dec
141.19,連江縣,7-Dec
77.32,臺北市,8-Jan
77.3,新北市,8-Jan
111.03,臺中市,8-Jan
139.29,臺南市,8-Jan
155.6,高雄市,8-Jan
69.47,基隆市,8-Jan
107.48,新竹市,8-Jan
152.28,嘉義市,8-Jan
55.92,宜蘭縣,8-Jan
92.72,桃園市,8-Jan
84.24,新竹縣,8-Jan
89.99,苗栗縣,8-Jan
114.4,彰化縣,8-Jan
129.95,南投縣,8-Jan
112.65,雲林縣,8-Jan
120.44,嘉義縣,8-Jan
115.49,屏東縣,8-Jan
42.21,臺東縣,8-Jan
52.23,花蓮縣,8-Jan
79.32,澎湖縣,8-Jan
155.85,金門縣,8-Jan
128.22,連江縣,8-Jan
90.52,臺北市,8-Feb
90.12,新北市,8-Feb
107.91,臺中市,8-Feb
143.78,臺南市,8-Feb
156.96,高雄市,8-Feb
81.78,基隆市,8-Feb
120.44,新竹市,8-Feb
152.79,嘉義市,8-Feb
60.85,宜蘭縣,8-Feb
98.65,桃園市,8-Feb
92.23,新竹縣,8-Feb
93.82,苗栗縣,8-Feb
110.07,彰化縣,8-Feb
123.9,南投縣,8-Feb
116.8,雲林縣,8-Feb
132.11,嘉義縣,8-Feb
118.47,屏東縣,8-Feb
38.96,臺東縣,8-Feb
62.08,花蓮縣,8-Feb
112.67,澎湖縣,8-Feb
155.34,金門縣,8-Feb
146.37,連江縣,8-Feb
112.81,臺北市,8-Mar
112.84,新北市,8-Mar
149.27,臺中市,8-Mar
155.6,臺南市,8-Mar
157.73,高雄市,8-Mar
99.02,基隆市,8-Mar
146.37,新竹市,8-Mar
160.96,嘉義市,8-Mar
87.93,宜蘭縣,8-Mar
128.22,桃園市,8-Mar
121.74,新竹縣,8-Mar
134.27,苗栗縣,8-Mar
152.54,彰化縣,8-Mar
154.83,南投縣,8-Mar
145.03,雲林縣,8-Mar
154.83,嘉義縣,8-Mar
124.09,屏東縣,8-Mar
65.77,臺東縣,8-Mar
86.7,花蓮縣,8-Mar
107.48,澎湖縣,8-Mar
165.56,金門縣,8-Mar
143.78,連江縣,8-Mar
92.56,臺北市,8-Apr
91.69,新北市,8-Apr
120.44,臺中市,8-Apr
137.94,臺南市,8-Apr
141.83,高雄市,8-Apr
79.32,基隆市,8-Apr
104.89,新竹市,8-Apr
148.96,嘉義市,8-Apr
71.93,宜蘭縣,8-Apr
102.97,桃園市,8-Apr
100.85,新竹縣,8-Apr
102.15,苗栗縣,8-Apr
119.58,彰化縣,8-Apr
134.17,南投縣,8-Apr
122.94,雲林縣,8-Apr
132.11,嘉義縣,8-Apr
94.56,屏東縣,8-Apr
50.07,臺東縣,8-Apr
74.39,花蓮縣,8-Apr
84.24,澎湖縣,8-Apr
151.26,金門縣,8-Apr
110.07,連江縣,8-Apr
82.33,臺北市,8-May
77.4,新北市,8-May
88.86,臺中市,8-May
98.19,臺南市,8-May
102.34,高雄市,8-May
69.47,基隆市,8-May
89.17,新竹市,8-May
102.3,嘉義市,8-May
67.01,宜蘭縣,8-May
84.24,桃園市,8-May
83.01,新竹縣,8-May
78.5,苗栗縣,8-May
89.53,彰化縣,8-May
84.24,南投縣,8-May
92.77,雲林縣,8-May
99.49,嘉義縣,8-May
69.52,屏東縣,8-May
51.31,臺東縣,8-May
71.93,花蓮縣,8-May
67.01,澎湖縣,8-May
123.04,金門縣,8-May
