green,苗栗縣,5-Jun
yellow,彰化縣,5-Jun
yellow,南投縣,5-Jun
yellow,雲林縣,5-Jun
yellow,嘉義縣,5-Jun
yellow,屏東縣,5-Jun
green,臺東縣,5-Jun
yellow,花蓮縣,5-Jun
green,澎湖縣,5-Jun
yellow,金門縣,5-Jun
green,連江縣,5-Jun
yellow,臺北市,5-Jul
yellow,新北市,5-Jul
orange,臺中市,5-Jul
yellow,臺南市,5-Jul
yellow,高雄市,5-Jul
yellow,基隆市,5-Jul
yellow,新竹市,5-Jul
yellow,嘉義市,5-Jul
yellow,宜蘭縣,5-Jul
yellow,桃園市,5-Jul
yellow,新竹縣,5-Jul
yellow,苗栗縣,5-Jul
yellow,彰化縣,5-Jul
orange,南投縣,5-Jul
yellow,雲林縣,5-Jul
yellow,嘉義縣,5-Jul
yellow,屏東縣,5-Jul
green,臺東縣,5-Jul
yellow,花蓮縣,5-Jul
yellow,澎湖縣,5-Jul
yellow,金門縣,5-Jul
green,連江縣,5-Jul
yellow,臺北市,5-Aug
yellow,新北市,5-Aug
yellow,臺中市,5-Aug
yellow,臺南市,5-Aug
yellow,高雄市,5-Aug
yellow,基隆市,5-Aug
yellow,新竹市,5-Aug
yellow,嘉義市,5-Aug
green,宜蘭縣,5-Aug
yellow,桃園市,5-Aug
yellow,新竹縣,5-Aug
yellow,苗栗縣,5-Aug
yellow,彰化縣,5-Aug
yellow,南投縣,5-Aug
yellow,雲林縣,5-Aug
yellow,嘉義縣,5-Aug
yellow,屏東縣,5-Aug
green,臺東縣,5-Aug
green,花蓮縣,5-Aug
yellow,澎湖縣,5-Aug
yellow,金門縣,5-Aug
yellow,連江縣,5-Aug
yellow,臺北市,5-Sep
yellow,新北市,5-Sep
orange,臺中市,5-Sep
orange,臺南市,5-Sep
orange,高雄市,5-Sep
yellow,基隆市,5-Sep
yellow,新竹市,5-Sep
orange,嘉義市,5-Sep
green,宜蘭縣,5-Sep
yellow,桃園市,5-Sep
yellow,新竹縣,5-Sep
orange,苗栗縣,5-Sep
orange,彰化縣,5-Sep
orange,南投縣,5-Sep
orange,雲林縣,5-Sep
orange,嘉義縣,5-Sep
orange,屏東縣,5-Sep
green,臺東縣,5-Sep
yellow,花蓮縣,5-Sep
yellow,澎湖縣,5-Sep
orange,金門縣,5-Sep
yellow,連江縣,5-Sep
yellow,臺北市,5-Oct
yellow,新北市,5-Oct
yellow,臺中市,5-Oct
orange,臺南市,5-Oct
orange,高雄市,5-Oct
yellow,基隆市,5-Oct
yellow,新竹市,5-Oct
orange,嘉義市,5-Oct
yellow,宜蘭縣,5-Oct
yellow,桃園市,5-Oct
yellow,新竹縣,5-Oct
yellow,苗栗縣,5-Oct
yellow,彰化縣,5-Oct
orange,南投縣,5-Oct
orange,雲林縣,5-Oct
orange,嘉義縣,5-Oct
orange,屏東縣,5-Oct
green,臺東縣,5-Oct
green,花蓮縣,5-Oct
yellow,澎湖縣,5-Oct
orange,金門縣,5-Oct
yellow,連江縣,5-Oct
yellow,臺北市,5-Nov
orange,新北市,5-Nov
orange,臺中市,5-Nov
red,臺南市,5-Nov
red,高雄市,5-Nov
yellow,基隆市,5-Nov
orange,新竹市,5-Nov
red,嘉義市,5-Nov
yellow,宜蘭縣,5-Nov
orange,桃園市,5-Nov
orange,新竹縣,5-Nov
orange,苗栗縣,5-Nov
orange,彰化縣,5-Nov
orange,南投縣,5-Nov
orange,雲林縣,5-Nov
orange,嘉義縣,5-Nov
orange,屏東縣,5-Nov
green,臺東縣,5-Nov
yellow,花蓮縣,5-Nov
yellow,澎湖縣,5-Nov
red,金門縣,5-Nov
orange,連江縣,5-Nov
yellow,臺北市,5-Dec
yellow,新北市,5-Dec
orange,臺中市,5-Dec
orange,臺南市,5-Dec
red,高雄市,5-Dec
yellow,基隆市,5-Dec
orange,新竹市,5-Dec
red,嘉義市,5-Dec
yellow,宜蘭縣,5-Dec
yellow,桃園市,5-Dec
yellow,新竹縣,5-Dec
yellow,苗栗縣,5-Dec
orange,彰化縣,5-Dec
orange,南投縣,5-Dec
orange,雲林縣,5-Dec
orange,嘉義縣,5-Dec
orange,屏東縣,5-Dec
yellow,臺東縣,5-Dec
yellow,花蓮縣,5-Dec
yellow,澎湖縣,5-Dec
orange,金門縣,5-Dec
orange,連江縣,5-Dec
yellow,臺北市,6-Jan
yellow,新北市,6-Jan
orange,臺中市,6-Jan
orange,臺南市,6-Jan
red,高雄市,6-Jan
yellow,基隆市,6-Jan
orange,新竹市,6-Jan
orange,嘉義市,6-Jan
yellow,宜蘭縣,6-Jan
yellow,桃園市,6-Jan
yellow,新竹縣,6-Jan
orange,苗栗縣,6-Jan
orange,彰化縣,6-Jan
orange,南投縣,6-Jan
orange,雲林縣,6-Jan
orange,嘉義縣,6-Jan
orange,屏東縣,6-Jan
green,臺東縣,6-Jan
yellow,花蓮縣,6-Jan
yellow,澎湖縣,6-Jan
orange,金門縣,6-Jan
orange,連江縣,6-Jan
yellow,臺北市,6-Feb
yellow,新北市,6-Feb
orange,臺中市,6-Feb
orange,臺南市,6-Feb
red,高雄市,6-Feb
yellow,基隆市,6-Feb
yellow,新竹市,6-Feb
orange,嘉義市,6-Feb
yellow,宜蘭縣,6-Feb
yellow,桃園市,6-Feb
yellow,新竹縣,6-Feb
yellow,苗栗縣,6-Feb
orange,彰化縣,6-Feb
orange,南投縣,6-Feb
orange,雲林縣,6-Feb
orange,嘉義縣,6-Feb
orange,屏東縣,6-Feb
green,臺東縣,6-Feb
yellow,花蓮縣,6-Feb
yellow,澎湖縣,6-Feb
orange,金門縣,6-Feb
yellow,連江縣,6-Feb
yellow,臺北市,6-Mar
orange,新北市,6-Mar
orange,臺中市,6-Mar
orange,臺南市,6-Mar
red,高雄市,6-Mar
yellow,基隆市,6-Mar
orange,新竹市,6-Mar
red,嘉義市,6-Mar
yellow,宜蘭縣,6-Mar
orange,桃園市,6-Mar
orange,新竹縣,6-Mar
orange,苗栗縣,6-Mar
orange,彰化縣,6-Mar
orange,南投縣,6-Mar
orange,雲林縣,6-Mar
orange,嘉義縣,6-Mar
orange,屏東縣,6-Mar
yellow,臺東縣,6-Mar
yellow,花蓮縣,6-Mar
yellow,澎湖縣,6-Mar
red,金門縣,6-Mar
orange,連江縣,6-Mar
yellow,臺北市,6-Apr
yellow,新北市,6-Apr
yellow,臺中市,6-Apr
orange,臺南市,6-Apr
orange,高雄市,6-Apr
yellow,基隆市,6-Apr
orange,新竹市,6-Apr
orange,嘉義市,6-Apr
yellow,宜蘭縣,6-Apr
yellow,桃園市,6-Apr
yellow,新竹縣,6-Apr
yellow,苗栗縣,6-Apr
orange,彰化縣,6-Apr
orange,南投縣,6-Apr
orange,雲林縣,6-Apr
orange,嘉義縣,6-Apr
yellow,屏東縣,6-Apr
green,臺東縣,6-Apr
yellow,花蓮縣,6-Apr
yellow,澎湖縣,6-Apr
red,金門縣,6-Apr
orange,連江縣,6-Apr
yellow,臺北市,6-May
yellow,新北市,6-May
yellow,臺中市,6-May
yellow,臺南市,6-May
yellow,高雄市,6-May
green,基隆市,6-May
yellow,新竹市,6-May
yellow,嘉義市,6-May
yellow,宜蘭縣,6-May
yellow,桃園市,6-May
yellow,新竹縣,6-May
yellow,苗栗縣,6-May
yellow,彰化縣,6-May
yellow,南投縣,6-May
yellow,雲林縣,6-May
yellow,嘉義縣,6-May
yellow,屏東縣,6-May
green,臺東縣,6-May
yellow,花蓮縣,6-May
yellow,澎湖縣,6-May
orange,金門縣,6-May
yellow,連江縣,6-May
yellow,臺北市,6-Jun
yellow,新北市,6-Jun
yellow,臺中市,6-Jun
yellow,臺南市,6-Jun
yellow,高雄市,6-Jun
green,基隆市,6-Jun
yellow,新竹市,6-Jun
yellow,嘉義市,6-Jun
yellow,宜蘭縣,6-Jun
yellow,桃園市,6-Jun
yellow,新竹縣,6-Jun
green,苗栗縣,6-Jun
yellow,彰化縣,6-Jun
green,南投縣,6-Jun
green,雲林縣,6-Jun
yellow,嘉義縣,6-Jun
green,屏東縣,6-Jun
green,臺東縣,6-Jun
yellow,花蓮縣,6-Jun
green,澎湖縣,6-Jun
yellow,金門縣,6-Jun
yellow,連江縣,6-Jun
yellow,臺北市,6-Jul
yellow,新北市,6-Jul
yellow,臺中市,6-Jul
yellow,臺南市,6-Jul
yellow,高雄市,6-Jul
yellow,基隆市,6-Jul
yellow,新竹市,6-Jul
green,嘉義市,6-Jul
green,宜蘭縣,6-Jul
yellow,桃園市,6-Jul
green,新竹縣,6-Jul
green,苗栗縣,6-Jul
yellow,彰化縣,6-Jul
yellow,南投縣,6-Jul
yellow,雲林縣,6-Jul
yellow,嘉義縣,6-Jul
yellow,屏東縣,6-Jul
green,臺東縣,6-Jul
green,花蓮縣,6-Jul
green,澎湖縣,6-Jul
yellow,金門縣,6-Jul
green,連江縣,6-Jul
yellow,臺北市,6-Aug
yellow,新北市,6-Aug
yellow,臺中市,6-Aug
yellow,臺南市,6-Aug
yellow,高雄市,6-Aug
yellow,基隆市,6-Aug
yellow,新竹市,6-Aug
yellow,嘉義市,6-Aug
yellow,宜蘭縣,6-Aug
yellow,桃園市,6-Aug
yellow,新竹縣,6-Aug
yellow,苗栗縣,6-Aug
yellow,彰化縣,6-Aug
yellow,南投縣,6-Aug
yellow,雲林縣,6-Aug
yellow,嘉義縣,6-Aug
yellow,屏東縣,6-Aug
green,臺東縣,6-Aug
yellow,花蓮縣,6-Aug
yellow,澎湖縣,6-Aug
yellow,金門縣,6-Aug
yellow,連江縣,6-Aug
yellow,臺北市,6-Sep
yellow,新北市,6-Sep
yellow,臺中市,6-Sep
yellow,臺南市,6-Sep
orange,高雄市,6-Sep
yellow,基隆市,6-Sep
yellow,新竹市,6-Sep
orange,嘉義市,6-Sep
yellow,宜蘭縣,6-Sep
yellow,桃園市,6-Sep
yellow,新竹縣,6-Sep
yellow,苗栗縣,6-Sep
yellow,彰化縣,6-Sep
yellow,南投縣,6-Sep
yellow,雲林縣,6-Sep
yellow,嘉義縣,6-Sep
yellow,屏東縣,6-Sep
green,臺東縣,6-Sep
yellow,花蓮縣,6-Sep
yellow,澎湖縣,6-Sep
orange,金門縣,6-Sep
yellow,連江縣,6-Sep
yellow,臺北市,6-Oct
yellow,新北市,6-Oct
orange,臺中市,6-Oct
orange,臺南市,6-Oct
orange,高雄市,6-Oct
green,基隆市,6-Oct
yellow,新竹市,6-Oct
red,嘉義市,6-Oct
yellow,宜蘭縣,6-Oct
yellow,桃園市,6-Oct
yellow,新竹縣,6-Oct
orange,苗栗縣,6-Oct
orange,彰化縣,6-Oct
red,南投縣,6-Oct
orange,雲林縣,6-Oct
red,嘉義縣,6-Oct
orange,屏東縣,6-Oct
yellow,臺東縣,6-Oct
yellow,花蓮縣,6-Oct
yellow,澎湖縣,6-Oct
orange,金門縣,6-Oct
orange,連江縣,6-Oct
yellow,臺北市,6-Nov
yellow,新北市,6-Nov
orange,臺中市,6-Nov
orange,臺南市,6-Nov
orange,高雄市,6-Nov
yellow,基隆市,6-Nov
orange,新竹市,6-Nov
orange,嘉義市,6-Nov
yellow,宜蘭縣,6-Nov
yellow,桃園市,6-Nov
yellow,新竹縣,6-Nov
yellow,苗栗縣,6-Nov
orange,彰化縣,6-Nov
orange,南投縣,6-Nov
orange,雲林縣,6-Nov
orange,嘉義縣,6-Nov
orange,屏東縣,6-Nov
yellow,臺東縣,6-Nov
yellow,花蓮縣,6-Nov
yellow,澎湖縣,6-Nov
red,金門縣,6-Nov
orange,連江縣,6-Nov
yellow,臺北市,6-Dec
yellow,新北市,6-Dec
yellow,臺中市,6-Dec
orange,臺南市,6-Dec
red,高雄市,6-Dec
yellow,基隆市,6-Dec
yellow,新竹市,6-Dec
red,嘉義市,6-Dec
yellow,宜蘭縣,6-Dec
yellow,桃園市,6-Dec
yellow,新竹縣,6-Dec
yellow,苗栗縣,6-Dec
orange,彰化縣,6-Dec
orange,南投縣,6-Dec
yellow,雲林縣,6-Dec
yellow,嘉義縣,6-Dec
orange,屏東縣,6-Dec
green,臺東縣,6-Dec
yellow,花蓮縣,6-Dec
yellow,澎湖縣,6-Dec
orange,金門縣,6-Dec
orange,連江縣,6-Dec
yellow,臺北市,7-Jan
yellow,新北市,7-Jan
orange,臺中市,7-Jan
orange,臺南市,7-Jan
red,高雄市,7-Jan
yellow,基隆市,7-Jan
orange,新竹市,7-Jan
red,嘉義市,7-Jan
yellow,宜蘭縣,7-Jan
yellow,桃園市,7-Jan
yellow,新竹縣,7-Jan
yellow,苗栗縣,7-Jan
orange,彰化縣,7-Jan
orange,南投縣,7-Jan
orange,雲林縣,7-Jan
orange,嘉義縣,7-Jan
orange,屏東縣,7-Jan
yellow,臺東縣,7-Jan
yellow,花蓮縣,7-Jan
orange,澎湖縣,7-Jan
orange,金門縣,7-Jan
orange,連江縣,7-Jan
yellow,臺北市,7-Feb
orange,新北市,7-Feb
orange,臺中市,7-Feb
orange,臺南市,7-Feb
orange,高雄市,7-Feb
yellow,基隆市,7-Feb
yellow,新竹市,7-Feb
yellow,嘉義市,7-Feb
yellow,宜蘭縣,7-Feb
orange,桃園市,7-Feb
orange,新竹縣,7-Feb
orange,苗栗縣,7-Feb
orange,彰化縣,7-Feb
orange,南投縣,7-Feb
orange,雲林縣,7-Feb
red,嘉義縣,7-Feb
orange,屏東縣,7-Feb
yellow,臺東縣,7-Feb
yellow,花蓮縣,7-Feb
yellow,澎湖縣,7-Feb
red,金門縣,7-Feb
orange,連江縣,7-Feb
yellow,臺北市,7-Mar
yellow,新北市,7-Mar
orange,臺中市,7-Mar
yellow,臺南市,7-Mar
orange,高雄市,7-Mar
yellow,基隆市,7-Mar
orange,新竹市,7-Mar
orange,嘉義市,7-Mar
yellow,宜蘭縣,7-Mar
yellow,桃園市,7-Mar
yellow,新竹縣,7-Mar
yellow,苗栗縣,7-Mar
yellow,彰化縣,7-Mar
orange,南投縣,7-Mar
yellow,雲林縣,7-Mar
orange,嘉義縣,7-Mar
yellow,屏東縣,7-Mar
green,臺東縣,7-Mar
yellow,花蓮縣,7-Mar
green,澎湖縣,7-Mar
yellow,金門縣,7-Mar
yellow,連江縣,7-Mar
orange,臺北市,7-Apr
yellow,新北市,7-Apr
orange,臺中市,7-Apr
yellow,臺南市,7-Apr
orange,高雄市,7-Apr
yellow,基隆市,7-Apr
orange,新竹市,7-Apr
orange,嘉義市,7-Apr
yellow,宜蘭縣,7-Apr
yellow,桃園市,7-Apr
yellow,新竹縣,7-Apr
yellow,苗栗縣,7-Apr
orange,彰化縣,7-Apr
yellow,南投縣,7-Apr
yellow,雲林縣,7-Apr
orange,嘉義縣,7-Apr
yellow,屏東縣,7-Apr
yellow,臺東縣,7-Apr
green,花蓮縣,7-Apr
yellow,澎湖縣,7-Apr
red,金門縣,7-Apr
orange,連江縣,7-Apr
orange,臺北市,7-May
orange,新北市,7-May
yellow,臺中市,7-May
orange,臺南市,7-May
yellow,高雄市,7-May
yellow,基隆市,7-May
orange,新竹市,7-May
orange,嘉義市,7-May
yellow,宜蘭縣,7-May
orange,桃園市,7-May
yellow,新竹縣,7-May
yellow,苗栗縣,7-May
orange,彰化縣,7-May
orange,南投縣,7-May
orange,雲林縣,7-May
yellow,嘉義縣,7-May
yellow,屏東縣,7-May
yellow,臺東縣,7-May
yellow,花蓮縣,7-May
yellow,澎湖縣,7-May
orange,金門縣,7-May
yellow,連江縣,7-May
yellow,臺北市,7-Jun
yellow,新北市,7-Jun
yellow,臺中市,7-Jun
yellow,臺南市,7-Jun
yellow,高雄市,7-Jun
yellow,基隆市,7-Jun
yellow,新竹市,7-Jun
yellow,嘉義市,7-Jun
green,宜蘭縣,7-Jun
yellow,桃園市,7-Jun
yellow,新竹縣,7-Jun
green,苗栗縣,7-Jun
yellow,彰化縣,7-Jun
green,南投縣,7-Jun
yellow,雲林縣,7-Jun
yellow,嘉義縣,7-Jun
green,屏東縣,7-Jun
green,臺東縣,7-Jun
green,花蓮縣,7-Jun
green,澎湖縣,7-Jun
yellow,金門縣,7-Jun
green,連江縣,7-Jun
yellow,臺北市,7-Jul
yellow,新北市,7-Jul
yellow,臺中市,7-Jul
yellow,臺南市,7-Jul
yellow,高雄市,7-Jul
yellow,基隆市,7-Jul
yellow,新竹市,7-Jul
yellow,嘉義市,7-Jul
yellow,宜蘭縣,7-Jul
yellow,桃園市,7-Jul
yellow,新竹縣,7-Jul
yellow,苗栗縣,7-Jul
yellow,彰化縣,7-Jul
yellow,南投縣,7-Jul
yellow,雲林縣,7-Jul
yellow,嘉義縣,7-Jul
green,屏東縣,7-Jul
green,臺東縣,7-Jul
yellow,花蓮縣,7-Jul
green,澎湖縣,7-Jul
yellow,金門縣,7-Jul
green,連江縣,7-Jul
yellow,臺北市,7-Aug
yellow,新北市,7-Aug
yellow,臺中市,7-Aug
yellow,臺南市,7-Aug
yellow,高雄市,7-Aug
green,基隆市,7-Aug
yellow,新竹市,7-Aug
yellow,嘉義市,7-Aug
green,宜蘭縣,7-Aug
yellow,桃園市,7-Aug
yellow,新竹縣,7-Aug
green,苗栗縣,7-Aug
yellow,彰化縣,7-Aug
yellow,南投縣,7-Aug
yellow,雲林縣,7-Aug
yellow,嘉義縣,7-Aug
yellow,屏東縣,7-Aug
green,臺東縣,7-Aug
yellow,花蓮縣,7-Aug
green,澎湖縣,7-Aug
yellow,金門縣,7-Aug
green,連江縣,7-Aug
yellow,臺北市,7-Sep
yellow,新北市,7-Sep
orange,臺中市,7-Sep
orange,臺南市,7-Sep
orange,高雄市,7-Sep
yellow,基隆市,7-Sep
yellow,新竹市,7-Sep
orange,嘉義市,7-Sep
yellow,宜蘭縣,7-Sep
yellow,桃園市,7-Sep
yellow,新竹縣,7-Sep
yellow,苗栗縣,7-Sep
orange,彰化縣,7-Sep
yellow,南投縣,7-Sep
orange,雲林縣,7-Sep
orange,嘉義縣,7-Sep
yellow,屏東縣,7-Sep
green,臺東縣,7-Sep
yellow,花蓮縣,7-Sep
yellow,澎湖縣,7-Sep
orange,金門縣,7-Sep
yellow,連江縣,7-Sep
yellow,臺北市,7-Oct
yellow,新北市,7-Oct
yellow,臺中市,7-Oct
orange,臺南市,7-Oct
red,高雄市,7-Oct
yellow,基隆市,7-Oct
yellow,新竹市,7-Oct
orange,嘉義市,7-Oct
yellow,宜蘭縣,7-Oct
yellow,桃園市,7-Oct
yellow,新竹縣,7-Oct
yellow,苗栗縣,7-Oct
orange,彰化縣,7-Oct
orange,南投縣,7-Oct
orange,雲林縣,7-Oct
orange,嘉義縣,7-Oct
orange,屏東縣,7-Oct
green,臺東縣,7-Oct
yellow,花蓮縣,7-Oct
yellow,澎湖縣,7-Oct
orange,金門縣,7-Oct
yellow,連江縣,7-Oct
yellow,臺北市,7-Nov
yellow,新北市,7-Nov
yellow,臺中市,7-Nov
orange,臺南市,7-Nov
red,高雄市,7-Nov
yellow,基隆市,7-Nov
yellow,新竹市,7-Nov
orange,嘉義市,7-Nov
yellow,宜蘭縣,7-Nov
yellow,桃園市,7-Nov
yellow,新竹縣,7-Nov
yellow,苗栗縣,7-Nov
orange,彰化縣,7-Nov
orange,南投縣,7-Nov
orange,雲林縣,7-Nov
orange,嘉義縣,7-Nov
orange,屏東縣,7-Nov
green,臺東縣,7-Nov
green,花蓮縣,7-Nov
yellow,澎湖縣,7-Nov
orange,金門縣,7-Nov
orange,連江縣,7-Nov
yellow,臺北市,7-Dec
yellow,新北市,7-Dec
orange,臺中市,7-Dec
red,臺南市,7-Dec
red,高雄市,7-Dec
yellow,基隆市,7-Dec
orange,新竹市,7-Dec
red,嘉義市,7-Dec
yellow,宜蘭縣,7-Dec
orange,桃園市,7-Dec
orange,新竹縣,7-Dec
orange,苗栗縣,7-Dec
orange,彰化縣,7-Dec
red,南投縣,7-Dec
orange,雲林縣,7-Dec
orange,嘉義縣,7-Dec
orange,屏東縣,7-Dec
yellow,臺東縣,7-Dec
yellow,花蓮縣,7-Dec
orange,澎湖縣,7-Dec
red,金門縣,7-Dec
orange,連江縣,7-Dec
yellow,臺北市,8-Jan
yellow,新北市,8-Jan
orange,臺中市,8-Jan
orange,臺南市,8-Jan
red,高雄市,8-Jan
yellow,基隆市,8-Jan
orange,新竹市,8-Jan
red,嘉義市,8-Jan
yellow,宜蘭縣,8-Jan
yellow,桃園市,8-Jan
yellow,新竹縣,8-Jan
yellow,苗栗縣,8-Jan
orange,彰化縣,8-Jan
orange,南投縣,8-Jan
orange,雲林縣,8-Jan
orange,嘉義縣,8-Jan
orange,屏東縣,8-Jan
green,臺東縣,8-Jan
yellow,花蓮縣,8-Jan
yellow,澎湖縣,8-Jan
red,金門縣,8-Jan
orange,連江縣,8-Jan
yellow,臺北市,8-Feb
yellow,新北市,8-Feb
orange,臺中市,8-Feb
orange,臺南市,8-Feb
red,高雄市,8-Feb
yellow,基隆市,8-Feb
orange,新竹市,8-Feb
red,嘉義市,8-Feb
yellow,宜蘭縣,8-Feb
yellow,桃園市,8-Feb
yellow,新竹縣,8-Feb
yellow,苗栗縣,8-Feb
orange,彰化縣,8-Feb
orange,南投縣,8-Feb
orange,雲林縣,8-Feb
orange,嘉義縣,8-Feb
orange,屏東縣,8-Feb
green,臺東縣,8-Feb
yellow,花蓮縣,8-Feb
orange,澎湖縣,8-Feb
red,金門縣,8-Feb
orange,連江縣,8-Feb
orange,臺北市,8-Mar
orange,新北市,8-Mar
orange,臺中市,8-Mar
red,臺南市,8-Mar
red,高雄市,8-Mar
yellow,基隆市,8-Mar
orange,新竹市,8-Mar
red,嘉義市,8-Mar
yellow,宜蘭縣,8-Mar
orange,桃園市,8-Mar
orange,新竹縣,8-Mar
orange,苗栗縣,8-Mar
red,彰化縣,8-Mar
red,南投縣,8-Mar
orange,雲林縣,8-Mar
red,嘉義縣,8-Mar
orange,屏東縣,8-Mar
yellow,臺東縣,8-Mar
yellow,花蓮縣,8-Mar
orange,澎湖縣,8-Mar
red,金門縣,8-Mar
orange,連江縣,8-Mar
yellow,臺北市,8-Apr
yellow,新北市,8-Apr
orange,臺中市,8-Apr
orange,臺南市,8-Apr
orange,高雄市,8-Apr
yellow,基隆市,8-Apr
orange,新竹市,8-Apr
orange,嘉義市,8-Apr
yellow,宜蘭縣,8-Apr
orange,桃園市,8-Apr
yellow,新竹縣,8-Apr
orange,苗栗縣,8-Apr
orange,彰化縣,8-Apr
orange,南投縣,8-Apr
orange,雲林縣,8-Apr
orange,嘉義縣,8-Apr
yellow,屏東縣,8-Apr
green,臺東縣,8-Apr
yellow,花蓮縣,8-Apr
yellow,澎湖縣,8-Apr
red,金門縣,8-Apr
orange,連江縣,8-Apr
yellow,臺北市,8-May
yellow,新北市,8-May
yellow,臺中市,8-May
yellow,臺南市,8-May
orange,高雄市,8-May
yellow,基隆市,8-May
yellow,新竹市,8-May
orange,嘉義市,8-May
yellow,宜蘭縣,8-May
yellow,桃園市,8-May
yellow,新竹縣,8-May
yellow,苗栗縣,8-May
yellow,彰化縣,8-May
yellow,南投縣,8-May
yellow,雲林縣,8-May
yellow,嘉義縣,8-May
yellow,屏東縣,8-May
yellow,臺東縣,8-May
yellow,花蓮縣,8-May
yellow,澎湖縣,8-May
orange,金門縣,8-May
yellow,連江縣,8-May
yellow,臺北市,8-Jun
yellow,新北市,8-Jun
yellow,臺中市,8-Jun
yellow,臺南市,8-Jun
yellow,高雄市,8-Jun
yellow,基隆市,8-Jun
yellow,新竹市,8-Jun
yellow,嘉義市,8-Jun
green,宜蘭縣,8-Jun
yellow,桃園市,8-Jun
yellow,新竹縣,8-Jun
yellow,苗栗縣,8-Jun
yellow,彰化縣,8-Jun
yellow,南投縣,8-Jun
yellow,雲林縣,8-Jun
yellow,嘉義縣,8-Jun
green,屏東縣,8-Jun
green,臺東縣,8-Jun
yellow,花蓮縣,8-Jun
green,澎湖縣,8-Jun
yellow,金門縣,8-Jun
green,連江縣,8-Jun
yellow,臺北市,8-Jul
yellow,新北市,8-Jul
yellow,臺中市,8-Jul
yellow,臺南市,8-Jul
yellow,高雄市,8-Jul
yellow,基隆市,8-Jul
yellow,新竹市,8-Jul
yellow,嘉義市,8-Jul
green,宜蘭縣,8-Jul
yellow,桃園市,8-Jul
yellow,新竹縣,8-Jul
green,苗栗縣,8-Jul
